Row,Id,Score,Age,Tenure,Balance,Salary,Surname,Nationality,Gender,Products,Card,Active,Churn
48,15771573,637,1.591064607026499,9,137843.8,117622.8,Okagbue,Germany,Female,1,1,1,1
49,15766205,550,1.5797835966168101,2,103391.38,90878.13,Yin,Germany,Male,1,0,1,0
50,15771873,776,1.568201724066995,2,103769.22,194099.12,Buccho,Germany,Female,2,1,0,0
51,15616550,698,1.6434526764861874,10,116363.37,198059.16,Chidiebele,Germany,Male,2,1,0,0
52,15768193,585,1.5563025007672873,5,146050.97,86424.57,Trevisani,Germany,Male,2,0,0,0
53,15683553,788,1.5185139398778875,5,0.0,116978.19,O'Brien,France,Female,2,0,0,0
54,15702298,655,1.6127838567197355,8,125561.97,164040.94,Parkhill,Germany,Male,1,0,0,1
55,15569590,601,1.6232492903979006,1,98495.72,40014.76,Yoo,Germany,Male,1,1,0,1
56,15760861,619,1.6334684555795864,1,125211.92,113410.49,Phillipps,France,Male,1,1,1,0
57,15630053,656,1.6532125137753437,5,127864.4,87107.57,Tsao,France,Male,1,1,0,0
58,15647091,725,1.2787536009528289,0,75888.2,45613.75,Endrizzi,Germany,Male,1,0,0,0
59,15623944,511,1.8195439355418688,4,0.0,1643.11,T'ien,Spain,Female,1,1,0,1
60,15804771,614,1.7075701760979363,4,40685.92,46775.28,Velazquez,France,Male,1,1,1,0
61,15651280,742,1.5440680443502757,5,136857.0,84509.57,Hunter,Germany,Male,1,0,0,0
62,15773469,687,1.4313637641589874,9,152328.88,126494.82,Clark,Germany,Female,2,0,0,0
63,15702014,555,1.5185139398778875,1,56084.69,178798.13,Jeffrey,Spain,Male,2,0,0,0
64,15751208,684,1.7481880270062005,8,78707.16,99398.36,Pirozzi,Spain,Male,1,1,1,0
65,15592461,603,1.414973347970818,4,109166.37,92840.67,Jackson,Germany,Male,1,1,1,0
66,15789484,751,1.5563025007672873,6,169831.46,27758.36,Hammond,Germany,Female,2,1,1,0
67,15696061,581,1.5314789170422551,1,101633.04,110431.51,Brownless,Germany,Female,1,1,0,0
68,15641582,735,1.6334684555795864,10,123180.01,196673.28,Chibugo,Germany,Male,2,1,1,0
69,15638424,661,1.5440680443502757,5,150725.53,113656.85,Glauert,Germany,Female,2,0,1,0
70,15755648,675,1.3222192947339193,8,98373.26,18203.0,Pisano,France,Female,1,1,0,0
71,15703793,738,1.7634279935629373,2,133745.44,28373.86,Konovalova,Germany,Male,4,1,0,1
72,15620344,813,1.462397997898956,6,0.0,33953.87,McKee,France,Male,1,1,0,0
73,15812518,657,1.568201724066995,0,163607.18,44203.55,Palermo,Spain,Female,1,0,1,0
74,15779052,604,1.3979400086720377,5,157780.84,58426.81,Ballard,Germany,Female,2,1,1,0
75,15770811,519,1.5563025007672873,9,0.0,145562.4,Wallace,France,Male,2,0,1,0
76,15780961,735,1.3222192947339193,1,178718.19,22388.0,Cavenagh,France,Female,2,1,0,0
77,15614049,664,1.7403626894942439,8,0.0,139161.64,Hu,France,Male,2,1,1,0
78,15662085,678,1.505149978319906,9,0.0,148210.64,Read,France,Female,1,1,1,0
79,15575185,757,1.5185139398778875,5,77253.22,194239.63,Bushell,Spain,Male,1,0,1,0
80,15803136,416,1.6127838567197355,10,122189.66,98301.61,Postle,Germany,Female,2,1,0,0
81,15706021,665,1.5314789170422551,1,96645.54,171413.66,Buley,France,Female,2,0,0,0
82,15663706,777,1.505149978319906,2,0.0,136458.19,Leonard,France,Female,1,1,0,1
83,15641732,543,1.5563025007672873,3,0.0,26019.59,Mills,France,Female,2,0,0,0
84,15701164,506,1.5314789170422551,4,90307.62,159235.29,Onyeorulu,France,Female,1,1,1,0
85,15738751,493,1.662757831681574,4,0.0,1907.66,Beit,France,Female,2,1,0,0
86,15805254,652,1.8750612633917,10,0.0,114675.75,Ndukaku,Spain,Female,2,1,1,0
87,15762418,750,1.3424226808222062,3,121681.82,128643.35,Gant,Spain,Male,1,1,0,1
88,15625759,729,1.4771212547196624,9,0.0,151869.35,Rowley,France,Male,2,1,0,0
89,15622897,646,1.662757831681574,4,0.0,93251.42,Sharpe,France,Female,3,1,0,1
90,15767954,635,1.4471580313422192,3,81623.67,156791.36,Osborne,Germany,Female,2,1,1,0
91,15757535,647,1.6434526764861874,5,0.0,174205.22,Heap,Spain,Female,3,1,1,1
92,15731511,808,1.6532125137753437,7,118626.55,147132.46,Ritchie,France,Male,2,1,0,0
93,15809248,524,1.5563025007672873,10,0.0,109614.57,Cole,France,Female,2,1,0,0
94,15640635,769,1.462397997898956,8,0.0,172290.61,Capon,France,Male,2,1,1,0
95,15676966,730,1.6232492903979006,4,0.0,85982.47,Capon,Spain,Male,2,0,1,0
96,15699461,515,1.5440680443502757,10,176273.95,121277.78,Fiorentini,Spain,Male,1,0,1,0
97,15738721,773,1.6127838567197355,9,102827.44,64595.25,Graham,Spain,Male,1,0,1,0
98,15693683,814,1.462397997898956,8,97086.4,197276.13,Yuille,Germany,Male,2,1,1,0
99,15604348,710,1.3424226808222062,8,0.0,99645.04,Allard,Spain,Male,2,0,0,0
100,15633059,413,1.5314789170422551,9,0.0,6534.18,Fanucci,France,Male,2,0,0,0
101,15808582,665,1.6020599913279623,6,0.0,161848.03,Fu,France,Female,1,1,1,0
102,15743192,623,1.6434526764861874,6,0.0,167162.43,Hung,France,Female,2,0,0,0
103,15580146,738,1.4913616938342726,9,82674.15,41970.72,Hung,France,Male,1,1,0,0
104,15776605,528,1.5563025007672873,7,0.0,60536.56,Bradley,Spain,Male,2,1,0,0
105,15804919,670,1.8129133566428555,1,0.0,177655.68,Dunbabin,Spain,Female,1,1,1,1
106,15613854,622,1.662757831681574,4,107073.27,30984.59,Mauldon,Spain,Female,2,1,1,1
107,15599195,582,1.505149978319906,1,88938.62,10054.53,Stiger,Germany,Male,1,1,1,0
108,15812878,785,1.5563025007672873,2,99806.85,36976.52,Parsons,Germany,Female,1,0,1,0
109,15602312,605,1.5185139398778875,5,150092.8,71862.79,Walkom,Spain,Male,1,0,0,0
110,15744689,479,1.5440680443502757,9,92833.89,99449.86,T'ang,Germany,Male,1,1,0,1
111,15803526,685,1.4771212547196624,3,90536.81,63082.88,Eremenko,Germany,Male,1,0,1,0
112,15665790,538,1.591064607026499,7,108055.1,27231.26,Rowntree,Germany,Male,2,1,0,0
113,15715951,562,1.6232492903979006,2,100238.35,86797.41,Thorpe,France,Male,1,0,0,0
114,15591100,675,1.5563025007672873,9,106190.55,22994.32,Chiemela,Spain,Male,1,0,1,0
115,15609618,721,1.4471580313422192,9,154475.54,101300.94,Fanucci,Germany,Male,2,0,1,1
116,15675522,628,1.4771212547196624,9,132351.29,74169.13,Ko,Germany,Female,2,1,1,0
117,15705512,668,1.568201724066995,6,167864.4,115638.29,Welch,Germany,Female,1,1,0,0
118,15698028,506,1.6127838567197355,1,0.0,31766.3,Duncan,France,Female,2,1,0,0
119,15661670,524,1.4913616938342726,8,107818.63,199725.39,Chidozie,Germany,Female,1,1,0,1
120,15600781,699,1.5314789170422551,4,185173.81,120834.48,Wu,Germany,Male,2,1,0,0
121,15682472,828,1.5314789170422551,8,129433.34,38131.77,Culbreth,France,Male,2,0,0,0
122,15580203,674,1.591064607026499,6,120193.42,100130.95,Kennedy,Spain,Male,1,0,0,0
123,15690673,656,1.591064607026499,6,0.0,141069.88,Cameron,France,Female,2,1,0,0
124,15760085,684,1.6812412373755872,10,126384.42,198129.36,Calabresi,Germany,Female,1,1,1,0
125,15779659,625,1.4471580313422192,3,0.0,183646.41,Zetticci,France,Female,1,0,0,0
126,15627360,432,1.6232492903979006,9,152603.45,110265.24,Fuller,France,Male,1,1,0,1
127,15671137,549,1.7160033436347992,1,0.0,8636.05,MacDonald,France,Female,1,0,1,1
128,15782688,625,1.7481880270062005,0,148507.24,46824.08,Piccio,Germany,Male,1,1,0,1
129,15575492,828,1.6127838567197355,7,0.0,171378.77,Kennedy,France,Female,2,1,0,0
130,15591607,770,1.380211241711606,9,101827.07,167256.35,Fernie,France,Male,1,1,0,0
131,15740404,758,1.5314789170422551,3,0.0,124226.16,He,France,Female,2,1,1,0
132,15718369,795,1.5185139398778875,9,130862.43,114935.21,Kaodilinakachukwu,Germany,Female,1,1,1,0
133,15677871,687,1.5797835966168101,9,122570.87,35608.88,Cocci,France,Male,1,1,1,0
134,15642004,686,1.3979400086720377,1,0.0,16459.37,Alekseeva,France,Male,2,0,1,0
135,15712543,789,1.591064607026499,7,124828.46,124411.08,Chinweike,Germany,Male,2,1,1,0
136,15584518,589,1.6989700043360187,5,144895.05,34941.23,Arthur,Germany,Female,2,1,1,0
137,15802381,461,1.5314789170422551,5,63663.93,167784.28,Li,Germany,Female,1,0,1,0
138,15610156,637,1.6020599913279623,2,133463.1,93165.34,Ma,France,Male,1,0,1,0
139,15594408,584,1.6812412373755872,2,213146.2,75161.25,Chia,Spain,Female,1,1,0,1
140,15640905,579,1.5440680443502757,1,129490.36,8590.83,Vasin,Spain,Female,2,0,1,1
141,15698932,756,1.6434526764861874,10,137452.09,189543.9,Groves,Germany,Male,1,1,0,0
142,15724944,663,1.5314789170422551,7,0.0,180427.24,Tien,France,Male,2,1,1,0
143,15628145,682,1.6334684555795864,5,125851.93,193318.33,Forwood,France,Female,1,1,1,0
144,15713483,793,1.7160033436347992,2,0.0,159123.82,Greeves,Spain,Male,1,1,0,1
145,15612350,691,1.4913616938342726,5,40915.55,126213.84,Taylor,France,Female,1,1,0,1
146,15800703,485,1.3222192947339193,5,113157.22,54141.5,Madukwe,Spain,Female,1,1,1,0
147,15705707,635,1.462397997898956,8,138296.94,141075.51,Bennelong,Spain,Female,2,1,0,0
148,15754105,650,1.568201724066995,5,106967.18,24495.03,Olisanugo,France,Male,1,0,0,0
149,15703264,735,1.6434526764861874,9,120681.63,74836.34,Chukwufumnanya,France,Male,1,1,0,0
150,15794413,416,1.505149978319906,0,0.0,878.87,Harris,France,Male,2,0,1,0
151,15650237,754,1.505149978319906,7,0.0,89520.75,Morgan,Spain,Female,2,1,0,0
152,15759618,535,1.6812412373755872,9,0.0,149892.79,Alexeeva,France,Female,1,1,0,1
153,15811589,716,1.6232492903979006,8,0.0,180800.42,Metcalfe,Spain,Male,2,1,0,0
154,15689044,539,1.568201724066995,2,127609.59,98646.22,Humphries,France,Male,1,1,0,0
155,15709368,614,1.6334684555795864,6,0.0,109041.53,Milne,France,Female,2,1,1,0
156,15679145,706,1.7558748556724915,7,0.0,17941.16,Chou,Spain,Male,1,1,0,1
157,15655007,758,1.5185139398778875,7,0.0,82996.47,Li,France,Female,2,0,0,0
158,15623595,586,1.4471580313422192,2,0.0,92067.35,Clayton,Spain,Female,2,1,1,0
159,15589975,646,1.863322860120456,6,97259.25,104719.66,Maclean,France,Female,1,0,1,0
160,15804017,631,1.5185139398778875,4,123246.7,112687.57,Chigolum,Germany,Female,1,0,0,0
161,15692132,717,1.3424226808222062,6,101060.25,84699.56,Wilkinson,Spain,Female,1,0,1,0
162,15641122,684,1.4771212547196624,2,0.0,83473.82,Wei,France,Male,2,1,0,0
163,15630910,800,1.6901960800285136,7,108007.36,47125.11,Treacy,France,Female,1,0,0,0
164,15680772,721,1.5563025007672873,2,0.0,106977.8,Hu,Spain,Female,2,1,1,0
165,15658929,683,1.462397997898956,0,133702.89,55582.54,Taverner,Spain,Male,1,1,0,1
166,15585388,660,1.4913616938342726,9,125189.75,139874.43,Sherman,Germany,Male,2,1,1,0
167,15724623,704,1.380211241711606,7,113034.22,162503.48,Taubman,Germany,Female,1,1,0,1
168,15588537,615,1.6127838567197355,9,109013.23,196499.96,Robinson,Spain,Female,1,1,0,0
169,15574692,667,1.591064607026499,2,0.0,40721.24,Pinto,Spain,Female,2,1,0,1
170,15611325,682,1.380211241711606,9,57929.81,53134.3,Wood,Germany,Male,2,0,0,0
171,15587562,484,1.462397997898956,4,130114.39,164017.89,Hawkins,France,Female,1,1,0,0
172,15613172,628,1.4313637641589874,5,95826.49,155996.96,Sun,Germany,Male,2,1,0,0
173,15651022,480,1.6434526764861874,10,129608.57,5472.7,Yost,Germany,Male,1,1,0,1
174,15586310,578,1.4771212547196624,4,169462.09,112187.11,Ting,France,Male,1,1,0,0
175,15625524,512,1.6020599913279623,5,0.0,146457.83,Rowe,France,Male,2,1,1,0
176,15755209,484,1.5440680443502757,7,133868.21,27286.1,Fu,Spain,Female,1,1,1,0
177,15645248,510,1.4771212547196624,0,0.0,130553.47,Ho,France,Female,2,1,1,0
178,15790355,606,1.5563025007672873,5,190479.48,179351.89,Okechukwu,Germany,Male,2,0,0,0
179,15762615,597,1.6020599913279623,8,101993.12,94774.12,Campbell,Spain,Female,1,0,1,0
180,15625426,754,1.7403626894942439,3,161608.81,8080.85,Ashbolt,Germany,Female,1,1,0,1
181,15716334,850,1.6532125137753437,2,122311.21,19482.5,Rozier,Spain,Female,1,1,1,0
182,15789669,510,1.8129133566428555,2,0.0,48071.61,Hsia,France,Male,2,1,1,0
183,15621075,778,1.6532125137753437,1,162150.42,174531.27,Ogbonnaya,Germany,Female,2,1,0,0
184,15810845,636,1.6232492903979006,2,0.0,55470.78,T'ang,France,Male,2,1,1,0
185,15719377,804,1.6989700043360187,4,0.0,8546.87,Cocci,France,Female,1,1,1,1
186,15654506,514,1.505149978319906,8,0.0,95857.18,Chang,France,Male,2,1,0,0
187,15771977,730,1.591064607026499,1,99010.67,194945.8,T'ao,France,Female,1,1,0,0
188,15708710,525,1.568201724066995,0,0.0,131521.72,Ford,Spain,Female,1,0,1,0
189,15726676,616,1.4771212547196624,5,0.0,196108.51,Marshall,Spain,Male,2,0,1,0
190,15587421,687,1.5314789170422551,7,111388.18,148564.76,Tsai,Germany,Female,2,1,0,0
191,15726931,715,1.6127838567197355,8,56214.85,92982.61,Onwumelu,France,Female,2,0,0,1
192,15771086,512,1.5563025007672873,3,84327.77,17675.36,Graham,France,Female,2,1,0,0
193,15756850,479,1.6020599913279623,1,0.0,114996.43,Golovanov,France,Male,2,0,0,0
194,15702741,601,1.505149978319906,8,93012.89,86957.42,Potts,France,Male,1,1,0,0
195,15679200,580,1.462397997898956,9,61710.44,128077.8,Crawford,Spain,Male,2,1,0,0
196,15594815,807,1.5440680443502757,3,174790.15,600.36,Aleshire,France,Male,1,1,1,0
197,15635905,616,1.505149978319906,6,0.0,43001.46,Moran,Spain,Female,2,1,1,0
198,15777892,721,1.568201724066995,3,107720.64,158591.12,Samsonova,Germany,Male,1,1,1,0
199,15656176,501,1.7558748556724915,10,0.0,47847.19,Jenkins,France,Male,2,1,1,0
200,15811127,521,1.5440680443502757,6,96423.84,10488.44,Volkov,France,Male,1,1,0,0
201,15604482,850,1.4771212547196624,2,141040.01,5978.2,Chiemezie,Spain,Male,1,1,1,0
202,15622911,759,1.6232492903979006,4,105420.18,121409.06,Jude,France,Male,1,0,1,0
203,15600974,516,1.6989700043360187,5,0.0,146145.93,He,Spain,Male,1,0,1,1
204,15727868,711,1.5797835966168101,2,129022.06,14374.86,Onuora,France,Female,2,1,1,1
205,15627801,512,1.5185139398778875,3,176666.62,94670.77,Ginikanwa,Spain,Male,1,1,0,0
206,15773039,550,1.568201724066995,3,0.0,179670.31,Ku,France,Male,1,1,1,0
207,15755262,608,1.6127838567197355,3,89763.84,199304.74,McDonald,Spain,Female,1,0,0,1
208,15679531,618,1.5314789170422551,5,134954.53,151954.39,Collins,France,Male,1,1,1,0
209,15684181,643,1.6532125137753437,5,0.0,142513.5,Hackett,France,Male,1,1,0,1
210,15612087,671,1.6532125137753437,2,106376.85,158264.62,Dike,France,Male,1,0,1,0
211,15752047,689,1.5185139398778875,2,161814.64,169381.9,Trevisano,Germany,Male,2,1,0,0
212,15624592,603,1.4913616938342726,8,0.0,169915.02,Tan,France,Male,2,1,1,0
213,15573152,620,1.6127838567197355,9,0.0,88852.47,Glassman,France,Female,2,0,0,0
214,15594917,676,1.5314789170422551,1,63095.01,40645.81,Miller,France,Female,1,1,1,0
215,15785542,572,1.414973347970818,4,118287.01,60427.3,Kornilova,Germany,Male,2,0,0,0
216,15723488,668,1.6720978579357175,7,106854.21,157959.02,Watson,Germany,Male,1,0,1,1
217,15680920,695,1.662757831681574,7,49512.55,133007.34,Marchesi,France,Male,1,1,0,0
218,15786308,730,1.5185139398778875,9,0.0,176576.62,Millar,Spain,Female,2,0,0,0
219,15659366,807,1.6334684555795864,1,105799.32,34888.04,Shih,France,Male,2,1,0,1
220,15774854,592,1.7323937598229686,8,0.0,28737.71,Fuller,France,Male,1,1,1,1
221,15725311,726,1.4913616938342726,9,114722.05,98178.57,Hay,France,Female,2,1,1,0
222,15787155,514,1.4771212547196624,7,0.0,125010.24,Yang,Spain,Male,1,0,1,0
223,15727829,567,1.6232492903979006,2,0.0,167984.61,McIntyre,France,Male,2,1,1,0
224,15733247,850,1.5185139398778875,10,0.0,4861.72,Stevenson,France,Male,1,1,0,1
225,15568748,671,1.6532125137753437,6,99564.22,108872.45,Poole,Germany,Male,1,1,1,1
226,15699029,670,1.568201724066995,4,170557.91,198252.88,Bagley,France,Male,2,1,0,0
227,15774393,694,1.4771212547196624,9,0.0,26960.31,Ch'ien,France,Female,2,1,1,0
228,15676895,547,1.591064607026499,6,74596.15,85746.52,Cattaneo,Germany,Female,3,1,1,1
229,15637753,751,1.6989700043360187,2,96888.39,77206.25,O'Sullivan,Germany,Male,1,1,0,1
230,15605461,594,1.462397997898956,3,130830.22,61048.53,Lucas,Germany,Female,1,1,0,0
231,15808473,673,1.8573324964312685,1,0.0,111981.19,Ringrose,France,Male,2,0,1,0
232,15627000,610,1.6020599913279623,0,0.0,62232.6,Freeman,France,Male,2,1,0,0
233,15787174,512,1.568201724066995,1,0.0,156105.03,Sergeyev,France,Female,2,0,1,0
234,15723886,767,1.3010299956639813,3,119714.25,150135.38,Fiore,Germany,Male,2,0,1,0
235,15704769,585,1.8260748027008264,5,113978.97,93146.11,Smith,France,Female,2,0,1,0
236,15772896,763,1.6232492903979006,6,100160.75,33462.94,Dumetochukwu,Germany,Male,1,1,0,1
237,15711540,712,1.462397997898956,2,0.0,144375.0,Pacheco,France,Female,1,1,1,0
238,15764866,539,1.6334684555795864,3,116220.5,55803.96,Synnot,Germany,Female,3,1,0,1
239,15794056,668,1.662757831681574,2,0.0,89048.46,Johnston,France,Female,3,1,0,1
240,15795149,703,1.4471580313422192,2,81173.83,162812.16,Stevens,France,Male,2,0,1,0
241,15812009,662,1.5797835966168101,4,0.0,136259.65,Grant,Spain,Male,2,1,0,0
242,15651001,725,1.591064607026499,5,116803.8,124052.97,Tsao,Germany,Female,1,1,0,0
243,15813844,703,1.568201724066995,8,105961.68,74158.8,Barnes,France,Male,2,0,1,0
244,15596175,659,1.8260748027008264,6,117411.6,45071.09,McIntosh,Germany,Male,1,1,1,1
245,15576269,523,1.5314789170422551,7,0.0,62030.06,Madison,Spain,Male,2,1,0,0
246,15797219,635,1.6020599913279623,10,123497.58,131953.23,Ifesinachi,France,Female,1,1,0,1
247,15685500,772,1.414973347970818,7,152400.51,79414.0,Glazkov,Germany,Male,2,1,0,0
248,15599792,545,1.414973347970818,1,0.0,199638.56,Dimauro,France,Female,2,1,1,0
249,15657566,634,1.380211241711606,8,103097.85,157577.29,Wieck,Germany,Male,1,1,1,0
250,15772423,739,1.7323937598229686,8,126418.14,134420.75,Liao,Germany,Male,1,1,0,1
251,15628112,771,1.5563025007672873,5,77846.9,99805.99,Hughes,Germany,Female,1,0,0,0
252,15753754,587,1.5314789170422551,1,0.0,97932.68,Morrison,Spain,Female,2,1,1,0
253,15793726,681,1.8976270912904414,0,0.0,170968.99,Matveyeva,France,Female,2,0,1,0
254,15694717,544,1.568201724066995,2,79731.91,57558.95,Ku,Germany,Male,1,1,1,0
255,15665834,696,1.4471580313422192,8,0.0,176713.47,Cheatham,Spain,Male,1,0,0,0
256,15765297,766,1.6127838567197355,0,0.0,34283.23,Yao,Spain,Male,2,0,1,0
257,15636684,727,1.5314789170422551,10,0.0,198637.34,Kirkland,France,Male,2,1,1,0
258,15592979,671,1.5314789170422551,6,37266.67,156917.12,Rose,Germany,Female,2,0,0,0
259,15750803,693,1.4771212547196624,6,127992.25,50457.2,Jess,France,Female,1,1,1,0
260,15607178,850,1.5797835966168101,3,54901.01,140075.55,Welch,Germany,Male,1,1,1,0
261,15713853,732,1.6232492903979006,9,108748.08,65323.11,Ifeajuna,Germany,Male,2,1,1,0
262,15673481,726,1.6812412373755872,6,99906.19,64323.24,Morton,Spain,Female,1,1,0,0
263,15686776,557,1.505149978319906,6,184686.41,14956.44,Rossi,France,Female,2,1,0,0
264,15673693,682,1.414973347970818,0,110654.02,111879.21,Reppert,France,Female,1,0,1,0
265,15700696,738,1.4913616938342726,9,79019.8,18606.23,Kang,Spain,Male,1,1,1,0
266,15813163,531,1.5563025007672873,9,99240.51,123137.01,Ch'iu,Spain,Female,1,1,0,0
267,15653857,498,1.5314789170422551,2,0.0,148528.24,Wallis,France,Male,2,1,1,0
268,15777076,651,1.5563025007672873,7,0.0,13898.31,Clark,France,Male,2,1,0,0
269,15717398,549,1.591064607026499,7,0.0,81259.25,Fielding,Spain,Female,1,0,0,1
270,15799217,791,1.5440680443502757,7,52436.2,161051.75,Zetticci,Germany,Female,1,1,0,0
271,15787071,650,1.6127838567197355,9,0.0,191599.67,Dulhunty,Spain,Male,2,0,1,0
272,15619955,733,1.5314789170422551,3,100337.96,48559.19,Bevington,Germany,Male,3,1,0,1
273,15796505,811,1.5314789170422551,1,149297.19,186339.74,Boyle,Germany,Female,2,1,1,0
274,15725166,707,1.4771212547196624,8,0.0,33159.37,Newton,France,Male,2,1,0,0
275,15800116,712,1.4471580313422192,4,145605.44,93883.53,Bowman,Germany,Male,1,0,1,0
276,15758685,706,1.568201724066995,7,0.0,110899.3,Dubinina,Spain,Female,2,1,1,0
277,15694456,756,1.792391689498254,3,0.0,11199.04,Toscani,France,Male,1,1,1,1
278,15767339,777,1.724275869600789,10,0.0,189992.97,Chiazagomekpere,France,Female,2,1,0,0
279,15683562,646,1.5440680443502757,6,84026.86,164255.69,Allen,France,Male,1,0,1,0
280,15782210,714,1.662757831681574,1,0.0,152167.79,K'ung,France,Male,1,1,0,1
281,15668893,782,1.591064607026499,8,0.0,33949.67,Wilsmore,France,Male,2,1,1,0
282,15669169,775,1.462397997898956,10,0.0,68143.93,Hargreaves,Spain,Male,2,1,1,0
283,15643024,479,1.5440680443502757,4,138718.92,47251.79,Huang,Germany,Male,1,1,1,1
284,15699389,807,1.6232492903979006,7,118274.71,25885.72,Ch'ien,France,Male,1,1,1,0
285,15708608,799,1.3424226808222062,8,174185.98,192633.85,Wallwork,France,Female,2,0,1,0
286,15626144,675,1.6020599913279623,7,113208.86,34577.36,Chu,France,Male,2,1,0,0
287,15573112,602,1.462397997898956,5,103907.28,161229.84,Kang,Spain,Male,1,1,0,0
288,15790678,475,1.505149978319906,8,119023.28,100816.29,Davidson,France,Female,1,1,0,0
289,15727556,744,1.414973347970818,5,166297.89,181694.44,O'Donnell,Spain,Female,1,1,1,0
290,15697307,588,1.5314789170422551,10,0.0,79078.91,Nnachetam,Spain,Male,2,1,0,0
291,15652266,703,1.6232492903979006,9,63227.0,137316.32,Chidiebele,Germany,Male,1,0,1,0
